actions,discount_factor,mc_rewards,next_obs,obs,rewards,terminal_discounts,terminal_obs,terminals
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 0, 12]",False
0,0.95,-0.095,"[7, 0, -1]","[7, -1, -1]",0.0,0.9025,"[7, 0, 12]",False
12,0.95,-0.1,"[7, 0, 12]","[7, 0, -1]",-0.1,0.95,"[7, 0, 12]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 0, 2]",False
0,0.95,-0.095,"[17, 0, -1]","[17, -1, -1]",0.0,0.9025,"[17, 0, 2]",False
2,0.95,-0.1,"[17, 0, 2]","[17, 0, -1]",-0.1,0.95,"[17, 0, 2]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 20, 13]",False
20,0.95,-0.095,"[6, 20, -1]","[6, -1, -1]",0.0,0.9025,"[6, 20, 13]",False
13,0.95,-0.1,"[6, 20, 13]","[6, 20, -1]",-0.1,0.95,"[6, 20, 13]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 11, 12]",False
11,0.95,-0.095,"[14, 11, -1]","[14, -1, -1]",0.0,0.9025,"[14, 11, 12]",False
12,0.95,-0.1,"[14, 11, 12]","[14, 11, -1]",-0.1,0.95,"[14, 11, 12]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 16, 17]",False
16,0.95,-0.095,"[0, 16, -1]","[0, -1, -1]",0.0,0.9025,"[0, 16, 17]",False
17,0.95,-0.1,"[0, 16, 17]","[0, 16, -1]",-0.1,0.95,"[0, 16, 17]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 20, 13]",False
20,0.95,-0.095,"[13, 20, -1]","[13, -1, -1]",0.0,0.9025,"[13, 20, 13]",False
13,0.95,-0.1,"[13, 20, 13]","[13, 20, -1]",-0.1,0.95,"[13, 20, 13]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 20, 1]",False
20,0.95,-0.095,"[1, 20, -1]","[1, -1, -1]",0.0,0.9025,"[1, 20, 1]",False
1,0.95,-0.1,"[1, 20, 1]","[1, 20, -1]",-0.1,0.95,"[1, 20, 1]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 0, 0]",False
0,0.95,-0.095,"[11, 0, -1]","[11, -1, -1]",0.0,0.9025,"[11, 0, 0]",False
0,0.95,-0.1,"[11, 0, 0]","[11, 0, -1]",-0.1,0.95,"[11, 0, 0]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 6, 11]",False
6,0.95,-0.095,"[8, 6, -1]","[8, -1, -1]",0.0,0.9025,"[8, 6, 11]",False
11,0.95,-0.1,"[8, 6, 11]","[8, 6, -1]",-0.1,0.95,"[8, 6, 11]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 0, 3]",False
0,0.95,-0.095,"[12, 0, -1]","[12, -1, -1]",0.0,0.9025,"[12, 0, 3]",False
3,0.95,-0.1,"[12, 0, 3]","[12, 0, -1]",-0.1,0.95,"[12, 0, 3]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 4, 19]",False
4,0.95,-0.095,"[12, 4, -1]","[12, -1, -1]",0.0,0.9025,"[12, 4, 19]",False
19,0.95,-0.1,"[12, 4, 19]","[12, 4, -1]",-0.1,0.95,"[12, 4, 19]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 17, 12]",False
17,0.95,-0.095,"[14, 17, -1]","[14, -1, -1]",0.0,0.9025,"[14, 17, 12]",False
12,0.95,-0.1,"[14, 17, 12]","[14, 17, -1]",-0.1,0.95,"[14, 17, 12]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 17, 4]",False
17,0.95,-0.095,"[8, 17, -1]","[8, -1, -1]",0.0,0.9025,"[8, 17, 4]",False
4,0.95,-0.1,"[8, 17, 4]","[8, 17, -1]",-0.1,0.95,"[8, 17, 4]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 14, 12]",False
14,0.95,-0.095,"[5, 14, -1]","[5, -1, -1]",0.0,0.9025,"[5, 14, 12]",False
12,0.95,-0.1,"[5, 14, 12]","[5, 14, -1]",-0.1,0.95,"[5, 14, 12]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 20, 19]",False
20,0.95,-0.095,"[18, 20, -1]","[18, -1, -1]",0.0,0.9025,"[18, 20, 19]",False
19,0.95,-0.1,"[18, 20, 19]","[18, 20, -1]",-0.1,0.95,"[18, 20, 19]",True
20,0.95,-0.09025,"[20, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[20, 13, 4]",False
13,0.95,-0.095,"[20, 13, -1]","[20, -1, -1]",0.0,0.9025,"[20, 13, 4]",False
4,0.95,-0.1,"[20, 13, 4]","[20, 13, -1]",-0.1,0.95,"[20, 13, 4]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 4, 13]",False
4,0.95,-0.095,"[12, 4, -1]","[12, -1, -1]",0.0,0.9025,"[12, 4, 13]",False
13,0.95,-0.1,"[12, 4, 13]","[12, 4, -1]",-0.1,0.95,"[12, 4, 13]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 14, 11]",False
14,0.95,-0.095,"[15, 14, -1]","[15, -1, -1]",0.0,0.9025,"[15, 14, 11]",False
11,0.95,-0.1,"[15, 14, 11]","[15, 14, -1]",-0.1,0.95,"[15, 14, 11]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 8, 2]",False
8,0.95,-0.095,"[2, 8, -1]","[2, -1, -1]",0.0,0.9025,"[2, 8, 2]",False
2,0.95,-0.1,"[2, 8, 2]","[2, 8, -1]",-0.1,0.95,"[2, 8, 2]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 4, 3]",False
4,0.95,-0.095,"[19, 4, -1]","[19, -1, -1]",0.0,0.9025,"[19, 4, 3]",False
3,0.95,-0.1,"[19, 4, 3]","[19, 4, -1]",-0.1,0.95,"[19, 4, 3]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 17, 11]",False
17,0.95,-0.095,"[0, 17, -1]","[0, -1, -1]",0.0,0.9025,"[0, 17, 11]",False
11,0.95,-0.1,"[0, 17, 11]","[0, 17, -1]",-0.1,0.95,"[0, 17, 11]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 0, 12]",False
0,0.95,-0.095,"[6, 0, -1]","[6, -1, -1]",0.0,0.9025,"[6, 0, 12]",False
12,0.95,-0.1,"[6, 0, 12]","[6, 0, -1]",-0.1,0.95,"[6, 0, 12]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 11, 12]",False
11,0.95,-0.095,"[5, 11, -1]","[5, -1, -1]",0.0,0.9025,"[5, 11, 12]",False
12,0.95,-0.1,"[5, 11, 12]","[5, 11, -1]",-0.1,0.95,"[5, 11, 12]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 0, 25]",False
0,0.95,-0.095,"[7, 0, -1]","[7, -1, -1]",0.0,0.9025,"[7, 0, 25]",False
25,0.95,-0.1,"[7, 0, 25]","[7, 0, -1]",-0.1,0.95,"[7, 0, 25]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 8, 2]",False
8,0.95,-0.095,"[9, 8, -1]","[9, -1, -1]",0.0,0.9025,"[9, 8, 2]",False
2,0.95,-0.1,"[9, 8, 2]","[9, 8, -1]",-0.1,0.95,"[9, 8, 2]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 0, 13]",False
0,0.95,-0.095,"[10, 0, -1]","[10, -1, -1]",0.0,0.9025,"[10, 0, 13]",False
13,0.95,-0.1,"[10, 0, 13]","[10, 0, -1]",-0.1,0.95,"[10, 0, 13]",True
22,0.95,0.095,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 4, 0]",False
4,0.95,0.1,"[22, 4, -1]","[22, -1, -1]",0.1,0.9025,"[22, 4, 0]",False
0,0.95,0.0,"[22, 4, 0]","[22, 4, -1]",0.0,0.95,"[22, 4, 0]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 11, 2]",False
11,0.95,-0.095,"[0, 11, -1]","[0, -1, -1]",0.0,0.9025,"[0, 11, 2]",False
2,0.95,-0.1,"[0, 11, 2]","[0, 11, -1]",-0.1,0.95,"[0, 11, 2]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 18, 10]",False
18,0.95,-0.095,"[0, 18, -1]","[0, -1, -1]",0.0,0.9025,"[0, 18, 10]",False
10,0.95,-0.1,"[0, 18, 10]","[0, 18, -1]",-0.1,0.95,"[0, 18, 10]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 20, 2]",False
20,0.95,-0.095,"[5, 20, -1]","[5, -1, -1]",0.0,0.9025,"[5, 20, 2]",False
2,0.95,-0.1,"[5, 20, 2]","[5, 20, -1]",-0.1,0.95,"[5, 20, 2]",True
22,0.95,0.095,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 4, 22]",False
4,0.95,0.1,"[22, 4, -1]","[22, -1, -1]",0.1,0.9025,"[22, 4, 22]",False
22,0.95,0.0,"[22, 4, 22]","[22, 4, -1]",0.0,0.95,"[22, 4, 22]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 14, 25]",False
14,0.95,-0.095,"[12, 14, -1]","[12, -1, -1]",0.0,0.9025,"[12, 14, 25]",False
25,0.95,-0.1,"[12, 14, 25]","[12, 14, -1]",-0.1,0.95,"[12, 14, 25]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 23, 8]",False
23,0.95,-0.095,"[5, 23, -1]","[5, -1, -1]",0.0,0.9025,"[5, 23, 8]",False
8,0.95,-0.1,"[5, 23, 8]","[5, 23, -1]",-0.1,0.95,"[5, 23, 8]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 4, 13]",False
4,0.95,-0.095,"[7, 4, -1]","[7, -1, -1]",0.0,0.9025,"[7, 4, 13]",False
13,0.95,-0.1,"[7, 4, 13]","[7, 4, -1]",-0.1,0.95,"[7, 4, 13]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 13, 7]",False
13,0.95,-0.095,"[2, 13, -1]","[2, -1, -1]",0.0,0.9025,"[2, 13, 7]",False
7,0.95,-0.1,"[2, 13, 7]","[2, 13, -1]",-0.1,0.95,"[2, 13, 7]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 20, 7]",False
20,0.95,-0.095,"[17, 20, -1]","[17, -1, -1]",0.0,0.9025,"[17, 20, 7]",False
7,0.95,-0.1,"[17, 20, 7]","[17, 20, -1]",-0.1,0.95,"[17, 20, 7]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 3, 0]",False
3,0.95,-0.095,"[5, 3, -1]","[5, -1, -1]",0.0,0.9025,"[5, 3, 0]",False
0,0.95,-0.1,"[5, 3, 0]","[5, 3, -1]",-0.1,0.95,"[5, 3, 0]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 8, 4]",False
8,0.95,-0.095,"[0, 8, -1]","[0, -1, -1]",0.0,0.9025,"[0, 8, 4]",False
4,0.95,-0.1,"[0, 8, 4]","[0, 8, -1]",-0.1,0.95,"[0, 8, 4]",True
23,0.95,-0.09025,"[23, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[23, 8, 6]",False
8,0.95,-0.095,"[23, 8, -1]","[23, -1, -1]",0.0,0.9025,"[23, 8, 6]",False
6,0.95,-0.1,"[23, 8, 6]","[23, 8, -1]",-0.1,0.95,"[23, 8, 6]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 0, 12]",False
0,0.95,-0.095,"[12, 0, -1]","[12, -1, -1]",0.0,0.9025,"[12, 0, 12]",False
12,0.95,-0.1,"[12, 0, 12]","[12, 0, -1]",-0.1,0.95,"[12, 0, 12]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 8, 6]",False
8,0.95,-0.095,"[13, 8, -1]","[13, -1, -1]",0.0,0.9025,"[13, 8, 6]",False
6,0.95,-0.1,"[13, 8, 6]","[13, 8, -1]",-0.1,0.95,"[13, 8, 6]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 19, 8]",False
19,0.95,-0.095,"[25, 19, -1]","[25, -1, -1]",0.0,0.9025,"[25, 19, 8]",False
8,0.95,-0.1,"[25, 19, 8]","[25, 19, -1]",-0.1,0.95,"[25, 19, 8]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 8, 3]",False
8,0.95,-0.095,"[12, 8, -1]","[12, -1, -1]",0.0,0.9025,"[12, 8, 3]",False
3,0.95,-0.1,"[12, 8, 3]","[12, 8, -1]",-0.1,0.95,"[12, 8, 3]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 0, 12]",False
0,0.95,-0.095,"[7, 0, -1]","[7, -1, -1]",0.0,0.9025,"[7, 0, 12]",False
12,0.95,-0.1,"[7, 0, 12]","[7, 0, -1]",-0.1,0.95,"[7, 0, 12]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 2, 19]",False
2,0.95,-0.095,"[11, 2, -1]","[11, -1, -1]",0.0,0.9025,"[11, 2, 19]",False
19,0.95,-0.1,"[11, 2, 19]","[11, 2, -1]",-0.1,0.95,"[11, 2, 19]",True
20,0.95,-0.09025,"[20, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[20, 18, 11]",False
18,0.95,-0.095,"[20, 18, -1]","[20, -1, -1]",0.0,0.9025,"[20, 18, 11]",False
11,0.95,-0.1,"[20, 18, 11]","[20, 18, -1]",-0.1,0.95,"[20, 18, 11]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 0, 19]",False
0,0.95,-0.095,"[19, 0, -1]","[19, -1, -1]",0.0,0.9025,"[19, 0, 19]",False
19,0.95,-0.1,"[19, 0, 19]","[19, 0, -1]",-0.1,0.95,"[19, 0, 19]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 14, 7]",False
14,0.95,-0.095,"[1, 14, -1]","[1, -1, -1]",0.0,0.9025,"[1, 14, 7]",False
7,0.95,-0.1,"[1, 14, 7]","[1, 14, -1]",-0.1,0.95,"[1, 14, 7]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 20, 3]",False
20,0.95,-0.095,"[19, 20, -1]","[19, -1, -1]",0.0,0.9025,"[19, 20, 3]",False
3,0.95,-0.1,"[19, 20, 3]","[19, 20, -1]",-0.1,0.95,"[19, 20, 3]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 22, 8]",False
22,0.95,-0.095,"[9, 22, -1]","[9, -1, -1]",0.0,0.9025,"[9, 22, 8]",False
8,0.95,-0.1,"[9, 22, 8]","[9, 22, -1]",-0.1,0.95,"[9, 22, 8]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 12, 8]",False
12,0.95,-0.095,"[19, 12, -1]","[19, -1, -1]",0.0,0.9025,"[19, 12, 8]",False
8,0.95,-0.1,"[19, 12, 8]","[19, 12, -1]",-0.1,0.95,"[19, 12, 8]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 1, 13]",False
1,0.95,-0.095,"[5, 1, -1]","[5, -1, -1]",0.0,0.9025,"[5, 1, 13]",False
13,0.95,-0.1,"[5, 1, 13]","[5, 1, -1]",-0.1,0.95,"[5, 1, 13]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 11, 10]",False
11,0.95,-0.095,"[7, 11, -1]","[7, -1, -1]",0.0,0.9025,"[7, 11, 10]",False
10,0.95,-0.1,"[7, 11, 10]","[7, 11, -1]",-0.1,0.95,"[7, 11, 10]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 18, 25]",False
18,0.95,-0.095,"[12, 18, -1]","[12, -1, -1]",0.0,0.9025,"[12, 18, 25]",False
25,0.95,-0.1,"[12, 18, 25]","[12, 18, -1]",-0.1,0.95,"[12, 18, 25]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 19, 17]",False
19,0.95,-0.095,"[8, 19, -1]","[8, -1, -1]",0.0,0.9025,"[8, 19, 17]",False
17,0.95,-0.1,"[8, 19, 17]","[8, 19, -1]",-0.1,0.95,"[8, 19, 17]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 20, 4]",False
20,0.95,-0.095,"[12, 20, -1]","[12, -1, -1]",0.0,0.9025,"[12, 20, 4]",False
4,0.95,-0.1,"[12, 20, 4]","[12, 20, -1]",-0.1,0.95,"[12, 20, 4]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 18, 8]",False
18,0.95,-0.095,"[1, 18, -1]","[1, -1, -1]",0.0,0.9025,"[1, 18, 8]",False
8,0.95,-0.1,"[1, 18, 8]","[1, 18, -1]",-0.1,0.95,"[1, 18, 8]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 20, 1]",False
20,0.95,-0.095,"[18, 20, -1]","[18, -1, -1]",0.0,0.9025,"[18, 20, 1]",False
1,0.95,-0.1,"[18, 20, 1]","[18, 20, -1]",-0.1,0.95,"[18, 20, 1]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 8, 11]",False
8,0.95,-0.095,"[19, 8, -1]","[19, -1, -1]",0.0,0.9025,"[19, 8, 11]",False
11,0.95,-0.1,"[19, 8, 11]","[19, 8, -1]",-0.1,0.95,"[19, 8, 11]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 24, 0]",False
24,0.95,-0.095,"[13, 24, -1]","[13, -1, -1]",0.0,0.9025,"[13, 24, 0]",False
0,0.95,-0.1,"[13, 24, 0]","[13, 24, -1]",-0.1,0.95,"[13, 24, 0]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 14, 19]",False
14,0.95,-0.095,"[10, 14, -1]","[10, -1, -1]",0.0,0.9025,"[10, 14, 19]",False
19,0.95,-0.1,"[10, 14, 19]","[10, 14, -1]",-0.1,0.95,"[10, 14, 19]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 0, 8]",False
0,0.95,-0.095,"[15, 0, -1]","[15, -1, -1]",0.0,0.9025,"[15, 0, 8]",False
8,0.95,-0.1,"[15, 0, 8]","[15, 0, -1]",-0.1,0.95,"[15, 0, 8]",True
7,0.95,0.095,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 20, 4]",False
20,0.95,0.1,"[7, 20, -1]","[7, -1, -1]",0.1,0.9025,"[7, 20, 4]",False
4,0.95,0.0,"[7, 20, 4]","[7, 20, -1]",0.0,0.95,"[7, 20, 4]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 21, 0]",False
21,0.95,-0.095,"[3, 21, -1]","[3, -1, -1]",0.0,0.9025,"[3, 21, 0]",False
0,0.95,-0.1,"[3, 21, 0]","[3, 21, -1]",-0.1,0.95,"[3, 21, 0]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 8, 19]",False
8,0.95,-0.095,"[25, 8, -1]","[25, -1, -1]",0.0,0.9025,"[25, 8, 19]",False
19,0.95,-0.1,"[25, 8, 19]","[25, 8, -1]",-0.1,0.95,"[25, 8, 19]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 0, 19]",False
0,0.95,-0.095,"[5, 0, -1]","[5, -1, -1]",0.0,0.9025,"[5, 0, 19]",False
19,0.95,-0.1,"[5, 0, 19]","[5, 0, -1]",-0.1,0.95,"[5, 0, 19]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 18, 0]",False
18,0.95,-0.095,"[18, 18, -1]","[18, -1, -1]",0.0,0.9025,"[18, 18, 0]",False
0,0.95,-0.1,"[18, 18, 0]","[18, 18, -1]",-0.1,0.95,"[18, 18, 0]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 15, 14]",False
15,0.95,-0.095,"[17, 15, -1]","[17, -1, -1]",0.0,0.9025,"[17, 15, 14]",False
14,0.95,-0.1,"[17, 15, 14]","[17, 15, -1]",-0.1,0.95,"[17, 15, 14]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 20, 13]",False
20,0.95,-0.095,"[17, 20, -1]","[17, -1, -1]",0.0,0.9025,"[17, 20, 13]",False
13,0.95,-0.1,"[17, 20, 13]","[17, 20, -1]",-0.1,0.95,"[17, 20, 13]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 10, 0]",False
10,0.95,-0.095,"[1, 10, -1]","[1, -1, -1]",0.0,0.9025,"[1, 10, 0]",False
0,0.95,-0.1,"[1, 10, 0]","[1, 10, -1]",-0.1,0.95,"[1, 10, 0]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 11, 0]",False
11,0.95,-0.095,"[8, 11, -1]","[8, -1, -1]",0.0,0.9025,"[8, 11, 0]",False
0,0.95,-0.1,"[8, 11, 0]","[8, 11, -1]",-0.1,0.95,"[8, 11, 0]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 0, 20]",False
0,0.95,-0.095,"[6, 0, -1]","[6, -1, -1]",0.0,0.9025,"[6, 0, 20]",False
20,0.95,-0.1,"[6, 0, 20]","[6, 0, -1]",-0.1,0.95,"[6, 0, 20]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 0, 24]",False
0,0.95,-0.095,"[22, 0, -1]","[22, -1, -1]",0.0,0.9025,"[22, 0, 24]",False
24,0.95,-0.1,"[22, 0, 24]","[22, 0, -1]",-0.1,0.95,"[22, 0, 24]",True
11,0.95,0.095,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 4, 1]",False
4,0.95,0.1,"[11, 4, -1]","[11, -1, -1]",0.1,0.9025,"[11, 4, 1]",False
1,0.95,0.0,"[11, 4, 1]","[11, 4, -1]",0.0,0.95,"[11, 4, 1]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 17, 13]",False
17,0.95,-0.095,"[10, 17, -1]","[10, -1, -1]",0.0,0.9025,"[10, 17, 13]",False
13,0.95,-0.1,"[10, 17, 13]","[10, 17, -1]",-0.1,0.95,"[10, 17, 13]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 1, 4]",False
1,0.95,-0.095,"[0, 1, -1]","[0, -1, -1]",0.0,0.9025,"[0, 1, 4]",False
4,0.95,-0.1,"[0, 1, 4]","[0, 1, -1]",-0.1,0.95,"[0, 1, 4]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 2, 3]",False
2,0.95,-0.095,"[5, 2, -1]","[5, -1, -1]",0.0,0.9025,"[5, 2, 3]",False
3,0.95,-0.1,"[5, 2, 3]","[5, 2, -1]",-0.1,0.95,"[5, 2, 3]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 20, 6]",False
20,0.95,-0.095,"[18, 20, -1]","[18, -1, -1]",0.0,0.9025,"[18, 20, 6]",False
6,0.95,-0.1,"[18, 20, 6]","[18, 20, -1]",-0.1,0.95,"[18, 20, 6]",True
20,0.95,-0.09025,"[20, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[20, 12, 11]",False
12,0.95,-0.095,"[20, 12, -1]","[20, -1, -1]",0.0,0.9025,"[20, 12, 11]",False
11,0.95,-0.1,"[20, 12, 11]","[20, 12, -1]",-0.1,0.95,"[20, 12, 11]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 13, 22]",False
13,0.95,-0.095,"[4, 13, -1]","[4, -1, -1]",0.0,0.9025,"[4, 13, 22]",False
22,0.95,-0.1,"[4, 13, 22]","[4, 13, -1]",-0.1,0.95,"[4, 13, 22]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 6, 14]",False
6,0.95,-0.095,"[13, 6, -1]","[13, -1, -1]",0.0,0.9025,"[13, 6, 14]",False
14,0.95,-0.1,"[13, 6, 14]","[13, 6, -1]",-0.1,0.95,"[13, 6, 14]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 20, 8]",False
20,0.95,-0.095,"[1, 20, -1]","[1, -1, -1]",0.0,0.9025,"[1, 20, 8]",False
8,0.95,-0.1,"[1, 20, 8]","[1, 20, -1]",-0.1,0.95,"[1, 20, 8]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 8, 13]",False
8,0.95,-0.095,"[9, 8, -1]","[9, -1, -1]",0.0,0.9025,"[9, 8, 13]",False
13,0.95,-0.1,"[9, 8, 13]","[9, 8, -1]",-0.1,0.95,"[9, 8, 13]",True
